model_name,model_parameters,lecture_title,lecture_topic,system_prompt_id,dialog_id,f1,precision,recall,claim_recall,context_precision,context_utilization,hallucination,faithfulness,noise_sensitivity,self_knowledge,version
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие типы входов и выходов встречаются в задачах RNN?,prompt5,dialog0963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем отличие Simple RNN от глубоких RNN?,prompt5,dialog0964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое двунаправленные RNN и зачем они нужны?,prompt5,dialog0965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как LSTM решает проблему затухающих градиентов?,prompt5,dialog0966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие компоненты включает стандартная LSTM ячейка?,prompt5,dialog0967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Чем GRU отличается от LSTM?,prompt5,dialog0968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Зачем нужны замочные скважины (peepholes) в LSTM?,prompt5,dialog0969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему нормализация по мини-батчам важна для обучения RNN?,prompt5,dialog0970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем трудность применения обычной batch normalization к RNN?,prompt5,dialog0971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как работает механизм внимания (Attention)?,prompt5,dialog0972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему внимание важно в задачах машинного перевода?,prompt5,dialog0973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,"Чем Show, Attend and Tell отличается от обычного RNN для обработки изображений?",prompt5,dialog0974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Можно ли автоматически подбирать архитектуру рекуррентной ячейки?,prompt5,dialog0975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,"Зачем нужны рекуррентные нейронные сети, если существуют полносвязные и сверточные?",prompt12,dialog1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое скрытое состояние в RNN?,prompt12,dialog1067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие типы входов и выходов встречаются в задачах RNN?,prompt12,dialog1068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем отличие Simple RNN от глубоких RNN?,prompt12,dialog1069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое двунаправленные RNN и зачем они нужны?,prompt12,dialog1070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как LSTM решает проблему затухающих градиентов?,prompt12,dialog1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие компоненты включает стандартная LSTM ячейка?,prompt12,dialog1072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Чем GRU отличается от LSTM?,prompt12,dialog1073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Зачем нужны замочные скважины (peepholes) в LSTM?,prompt12,dialog1074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему нормализация по мини-батчам важна для обучения RNN?,prompt12,dialog1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем трудность применения обычной batch normalization к RNN?,prompt12,dialog1076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как работает механизм внимания (Attention)?,prompt12,dialog1077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему внимание важно в задачах машинного перевода?,prompt12,dialog1078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,"Чем Show, Attend and Tell отличается от обычного RNN для обработки изображений?",prompt12,dialog1079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Можно ли автоматически подбирать архитектуру рекуррентной ячейки?,prompt12,dialog1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,"Зачем нужны рекуррентные нейронные сети, если существуют полносвязные и сверточные?",prompt15,dialog1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое скрытое состояние в RNN?,prompt15,dialog1112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие типы входов и выходов встречаются в задачах RNN?,prompt15,dialog1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем отличие Simple RNN от глубоких RNN?,prompt15,dialog1114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое двунаправленные RNN и зачем они нужны?,prompt15,dialog1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как LSTM решает проблему затухающих градиентов?,prompt15,dialog1116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие компоненты включает стандартная LSTM ячейка?,prompt15,dialog1117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Чем GRU отличается от LSTM?,prompt15,dialog1118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Зачем нужны замочные скважины (peepholes) в LSTM?,prompt15,dialog1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему нормализация по мини-батчам важна для обучения RNN?,prompt15,dialog1120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем трудность применения обычной batch normalization к RNN?,prompt15,dialog1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как работает механизм внимания (Attention)?,prompt15,dialog1122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему внимание важно в задачах машинного перевода?,prompt15,dialog1123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,"Чем Show, Attend and Tell отличается от обычного RNN для обработки изображений?",prompt15,dialog1124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Можно ли автоматически подбирать архитектуру рекуррентной ячейки?,prompt15,dialog1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,"Зачем нужны рекуррентные нейронные сети, если существуют полносвязные и сверточные?",prompt10,dialog1036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое скрытое состояние в RNN?,prompt10,dialog1037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие типы входов и выходов встречаются в задачах RNN?,prompt10,dialog1038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем отличие Simple RNN от глубоких RNN?,prompt10,dialog1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое двунаправленные RNN и зачем они нужны?,prompt10,dialog1040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как LSTM решает проблему затухающих градиентов?,prompt10,dialog1041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие компоненты включает стандартная LSTM ячейка?,prompt10,dialog1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Чем GRU отличается от LSTM?,prompt10,dialog1043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Зачем нужны замочные скважины (peepholes) в LSTM?,prompt10,dialog1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему нормализация по мини-батчам важна для обучения RNN?,prompt10,dialog1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем трудность применения обычной batch normalization к RNN?,prompt10,dialog1046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как работает механизм внимания (Attention)?,prompt10,dialog1047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему внимание важно в задачах машинного перевода?,prompt10,dialog1048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,"Чем Show, Attend and Tell отличается от обычного RNN для обработки изображений?",prompt10,dialog1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Можно ли автоматически подбирать архитектуру рекуррентной ячейки?,prompt10,dialog1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,"Зачем нужны рекуррентные нейронные сети, если существуют полносвязные и сверточные?",prompt9,dialog1021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое скрытое состояние в RNN?,prompt9,dialog1022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие типы входов и выходов встречаются в задачах RNN?,prompt9,dialog1023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем отличие Simple RNN от глубоких RNN?,prompt9,dialog1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое двунаправленные RNN и зачем они нужны?,prompt9,dialog1025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как LSTM решает проблему затухающих градиентов?,prompt9,dialog1026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие компоненты включает стандартная LSTM ячейка?,prompt9,dialog1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Чем GRU отличается от LSTM?,prompt9,dialog1028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Зачем нужны замочные скважины (peepholes) в LSTM?,prompt9,dialog1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему нормализация по мини-батчам важна для обучения RNN?,prompt9,dialog1030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем трудность применения обычной batch normalization к RNN?,prompt9,dialog1031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как работает механизм внимания (Attention)?,prompt9,dialog1032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему внимание важно в задачах машинного перевода?,prompt9,dialog1033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,"Чем Show, Attend and Tell отличается от обычного RNN для обработки изображений?",prompt9,dialog1034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Можно ли автоматически подбирать архитектуру рекуррентной ячейки?,prompt9,dialog1035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,"Зачем нужны рекуррентные нейронные сети, если существуют полносвязные и сверточные?",prompt7,dialog0991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое скрытое состояние в RNN?,prompt7,dialog0992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие типы входов и выходов встречаются в задачах RNN?,prompt7,dialog0993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем отличие Simple RNN от глубоких RNN?,prompt7,dialog0994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое двунаправленные RNN и зачем они нужны?,prompt7,dialog0995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как LSTM решает проблему затухающих градиентов?,prompt7,dialog0996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие компоненты включает стандартная LSTM ячейка?,prompt7,dialog0997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Чем GRU отличается от LSTM?,prompt7,dialog0998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Зачем нужны замочные скважины (peepholes) в LSTM?,prompt7,dialog0999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему нормализация по мини-батчам важна для обучения RNN?,prompt7,dialog1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем трудность применения обычной batch normalization к RNN?,prompt7,dialog1001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как работает механизм внимания (Attention)?,prompt7,dialog1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему внимание важно в задачах машинного перевода?,prompt7,dialog1003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,"Чем Show, Attend and Tell отличается от обычного RNN для обработки изображений?",prompt7,dialog1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Можно ли автоматически подбирать архитектуру рекуррентной ячейки?,prompt7,dialog1005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,"Зачем нужны рекуррентные нейронные сети, если существуют полносвязные и сверточные?",prompt6,dialog0976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое скрытое состояние в RNN?,prompt6,dialog0977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие типы входов и выходов встречаются в задачах RNN?,prompt6,dialog0978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем отличие Simple RNN от глубоких RNN?,prompt6,dialog0979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое двунаправленные RNN и зачем они нужны?,prompt6,dialog0980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как LSTM решает проблему затухающих градиентов?,prompt6,dialog0981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие компоненты включает стандартная LSTM ячейка?,prompt6,dialog0982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Чем GRU отличается от LSTM?,prompt6,dialog0983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Зачем нужны замочные скважины (peepholes) в LSTM?,prompt6,dialog0984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему нормализация по мини-батчам важна для обучения RNN?,prompt6,dialog0985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем трудность применения обычной batch normalization к RNN?,prompt6,dialog0986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как работает механизм внимания (Attention)?,prompt6,dialog0987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему внимание важно в задачах машинного перевода?,prompt6,dialog0988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,"Чем Show, Attend and Tell отличается от обычного RNN для обработки изображений?",prompt6,dialog0989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Можно ли автоматически подбирать архитектуру рекуррентной ячейки?,prompt6,dialog0990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,"Зачем нужны рекуррентные нейронные сети, если существуют полносвязные и сверточные?",prompt1,dialog0901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое скрытое состояние в RNN?,prompt1,dialog0902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие типы входов и выходов встречаются в задачах RNN?,prompt1,dialog0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем отличие Simple RNN от глубоких RNN?,prompt1,dialog0904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое двунаправленные RNN и зачем они нужны?,prompt1,dialog0905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как LSTM решает проблему затухающих градиентов?,prompt1,dialog0906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие компоненты включает стандартная LSTM ячейка?,prompt1,dialog0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Чем GRU отличается от LSTM?,prompt1,dialog0908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Зачем нужны замочные скважины (peepholes) в LSTM?,prompt1,dialog0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему нормализация по мини-батчам важна для обучения RNN?,prompt1,dialog0910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем трудность применения обычной batch normalization к RNN?,prompt1,dialog0911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как работает механизм внимания (Attention)?,prompt1,dialog0912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему внимание важно в задачах машинного перевода?,prompt1,dialog0913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,"Чем Show, Attend and Tell отличается от обычного RNN для обработки изображений?",prompt1,dialog0914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Можно ли автоматически подбирать архитектуру рекуррентной ячейки?,prompt1,dialog0915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,"Зачем нужны рекуррентные нейронные сети, если существуют полносвязные и сверточные?",prompt8,dialog1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое скрытое состояние в RNN?,prompt8,dialog1007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие типы входов и выходов встречаются в задачах RNN?,prompt8,dialog1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем отличие Simple RNN от глубоких RNN?,prompt8,dialog1009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Что такое двунаправленные RNN и зачем они нужны?,prompt8,dialog1010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как LSTM решает проблему затухающих градиентов?,prompt8,dialog1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Какие компоненты включает стандартная LSTM ячейка?,prompt8,dialog1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Чем GRU отличается от LSTM?,prompt8,dialog1013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Зачем нужны замочные скважины (peepholes) в LSTM?,prompt8,dialog1014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему нормализация по мини-батчам важна для обучения RNN?,prompt8,dialog1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,В чем трудность применения обычной batch normalization к RNN?,prompt8,dialog1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Как работает механизм внимания (Attention)?,prompt8,dialog1017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
deepseek-r1,1.5B,5._Рекуррентные_НС,Почему внимание важно в задачах машинного перевода?,prompt8,dialog1018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
