lecture_file,source_folder,version,model_name,prompt_id,precision,recall,f1,claim_recall,context_precision,context_utilization,hallucination,faithfulness,version_label
1_Классификаторы_KNN_и_наивный_байес.tex,analytics, version_1,mistral_7b,prompt6,43.2,55.4,41.8,0.0,0.0,0.0,0.0,0.0,v1_english
3. Инструменты обучения НС.tex,analytics, version_1,mistral_7b,prompt6,43.2,55.4,41.8,0.0,0.0,0.0,0.0,0.0,v1_english
1_Классификаторы_KNN_и_наивный_байес.tex,analytics, version_1,mistral_7b,prompt1,50.1,55.4,48.6,0.0,0.0,0.0,0.0,0.0,v1_english
3. Инструменты обучения НС.tex,analytics, version_1,mistral_7b,prompt1,50.1,55.4,48.6,0.0,0.0,0.0,0.0,0.0,v1_english
1_Классификаторы_KNN_и_наивный_байес.tex,analytics, version_1,mistral_7b,prompt8,42.7,55.9,39.3,0.0,0.0,0.0,0.0,0.0,v1_english
3. Инструменты обучения НС.tex,analytics, version_1,mistral_7b,prompt8,42.7,55.9,39.3,0.0,0.0,0.0,0.0,0.0,v1_english
1_Классификаторы_KNN_и_наивный_байес.tex,analytics, version_1,mistral_7b,prompt11,37.8,53.9,37.0,0.0,0.0,0.0,0.0,0.0,v1_english
3. Инструменты обучения НС.tex,analytics, version_1,mistral_7b,prompt11,37.8,53.9,37.0,0.0,0.0,0.0,0.0,0.0,v1_english
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,gemma3_4b,prompt14,46.1,60.5,47.2,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,gemma3_4b,prompt14,46.1,60.5,47.2,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,gemma3_4b,prompt13,44.2,61.0,47.9,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,gemma3_4b,prompt13,44.2,61.0,47.9,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,gemma3_4b,prompt4,44.6,51.2,43.1,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,gemma3_4b,prompt4,44.6,51.2,43.1,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,gemma3_4b,prompt3,44.5,52.6,46.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,gemma3_4b,prompt3,44.5,52.6,46.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,gemma3_4b,prompt2,50.7,55.7,49.4,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,gemma3_4b,prompt2,50.7,55.7,49.4,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,gemma3_4b,prompt5,42.6,56.8,44.9,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,gemma3_4b,prompt5,42.6,56.8,44.9,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,gemma3_4b,prompt12,47.7,60.8,48.7,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,gemma3_4b,prompt12,47.7,60.8,48.7,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,gemma3_4b,prompt15,52.0,57.1,50.2,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,gemma3_4b,prompt15,52.0,57.1,50.2,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,gemma3_4b,prompt10,44.3,62.1,47.8,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,gemma3_4b,prompt10,44.3,62.1,47.8,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,gemma3_4b,prompt9,46.6,55.6,48.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,gemma3_4b,prompt9,46.6,55.6,48.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,gemma3_4b,prompt7,40.0,53.5,42.1,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,gemma3_4b,prompt7,40.0,53.5,42.1,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,gemma3_4b,prompt6,51.2,47.4,42.3,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,gemma3_4b,prompt6,51.2,47.4,42.3,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,gemma3_4b,prompt1,45.6,50.0,44.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,gemma3_4b,prompt1,45.6,50.0,44.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,gemma3_4b,prompt8,57.9,46.5,45.3,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,gemma3_4b,prompt8,57.9,46.5,45.3,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,gemma3_4b,prompt11,53.3,58.7,53.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,gemma3_4b,prompt11,53.3,58.7,53.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,phi4-mini_3.8b,prompt14,54.0,53.9,42.3,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,phi4-mini_3.8b,prompt14,54.0,53.9,42.3,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,phi4-mini_3.8b,prompt13,51.6,61.2,49.5,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,phi4-mini_3.8b,prompt13,51.6,61.2,49.5,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,phi4-mini_3.8b,prompt4,47.2,58.1,42.5,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,phi4-mini_3.8b,prompt4,47.2,58.1,42.5,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,phi4-mini_3.8b,prompt3,60.9,56.0,49.5,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,phi4-mini_3.8b,prompt3,60.9,56.0,49.5,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,phi4-mini_3.8b,prompt2,51.8,56.4,41.3,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,phi4-mini_3.8b,prompt2,51.8,56.4,41.3,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,phi4-mini_3.8b,prompt5,52.5,52.7,41.5,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,phi4-mini_3.8b,prompt5,52.5,52.7,41.5,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,phi4-mini_3.8b,prompt12,55.4,57.8,47.3,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,phi4-mini_3.8b,prompt12,55.4,57.8,47.3,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,phi4-mini_3.8b,prompt15,38.9,58.9,36.9,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,phi4-mini_3.8b,prompt15,38.9,58.9,36.9,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,phi4-mini_3.8b,prompt10,45.7,62.3,41.2,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,phi4-mini_3.8b,prompt10,45.7,62.3,41.2,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,phi4-mini_3.8b,prompt9,53.5,65.5,46.3,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,phi4-mini_3.8b,prompt9,53.5,65.5,46.3,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,phi4-mini_3.8b,prompt7,42.3,50.0,37.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,phi4-mini_3.8b,prompt7,42.3,50.0,37.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,phi4-mini_3.8b,prompt6,53.9,55.0,43.9,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,phi4-mini_3.8b,prompt6,53.9,55.0,43.9,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,phi4-mini_3.8b,prompt1,59.8,61.3,51.2,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,phi4-mini_3.8b,prompt1,59.8,61.3,51.2,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,phi4-mini_3.8b,prompt8,55.5,60.9,47.9,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,phi4-mini_3.8b,prompt8,55.5,60.9,47.9,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,phi4-mini_3.8b,prompt11,55.7,63.6,48.3,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,phi4-mini_3.8b,prompt11,55.7,63.6,48.3,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,llama3.2_1b,prompt14,32.4,37.3,27.7,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,llama3.2_1b,prompt14,32.4,37.3,27.7,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,llama3.2_1b,prompt13,38.6,39.3,32.4,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,llama3.2_1b,prompt13,38.6,39.3,32.4,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,llama3.2_1b,prompt4,40.2,43.3,33.4,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,llama3.2_1b,prompt4,40.2,43.3,33.4,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,llama3.2_1b,prompt3,32.3,39.0,29.7,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,llama3.2_1b,prompt3,32.3,39.0,29.7,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,llama3.2_1b,prompt2,38.7,43.4,36.5,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,llama3.2_1b,prompt2,38.7,43.4,36.5,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,llama3.2_1b,prompt5,36.0,41.5,31.5,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,llama3.2_1b,prompt5,36.0,41.5,31.5,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,llama3.2_1b,prompt12,34.3,42.5,33.7,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,llama3.2_1b,prompt12,34.3,42.5,33.7,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,llama3.2_1b,prompt15,32.0,42.5,29.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,llama3.2_1b,prompt15,32.0,42.5,29.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,llama3.2_1b,prompt10,37.9,42.2,32.8,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,llama3.2_1b,prompt10,37.9,42.2,32.8,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,llama3.2_1b,prompt9,34.7,39.0,32.6,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,llama3.2_1b,prompt9,34.7,39.0,32.6,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,llama3.2_1b,prompt7,24.9,39.3,25.8,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,llama3.2_1b,prompt7,24.9,39.3,25.8,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,llama3.2_1b,prompt6,37.0,43.2,34.7,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,llama3.2_1b,prompt6,37.0,43.2,34.7,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,llama3.2_1b,prompt1,35.9,40.7,33.3,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,llama3.2_1b,prompt1,35.9,40.7,33.3,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,llama3.2_1b,prompt8,35.0,31.6,28.1,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,llama3.2_1b,prompt8,35.0,31.6,28.1,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,llama3.2_1b,prompt11,35.9,39.2,30.5,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,llama3.2_1b,prompt11,35.9,39.2,30.5,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,deepseek-r1_1.5b,prompt14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,deepseek-r1_1.5b,prompt14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,deepseek-r1_1.5b,prompt13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,deepseek-r1_1.5b,prompt13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,deepseek-r1_1.5b,prompt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,deepseek-r1_1.5b,prompt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,deepseek-r1_1.5b,prompt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,deepseek-r1_1.5b,prompt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,deepseek-r1_1.5b,prompt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,deepseek-r1_1.5b,prompt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,deepseek-r1_1.5b,prompt5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,deepseek-r1_1.5b,prompt5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,deepseek-r1_1.5b,prompt12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,deepseek-r1_1.5b,prompt12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,deepseek-r1_1.5b,prompt15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,deepseek-r1_1.5b,prompt15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,deepseek-r1_1.5b,prompt10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,deepseek-r1_1.5b,prompt10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,deepseek-r1_1.5b,prompt9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,deepseek-r1_1.5b,prompt9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,deepseek-r1_1.5b,prompt7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,deepseek-r1_1.5b,prompt7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,deepseek-r1_1.5b,prompt6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,deepseek-r1_1.5b,prompt6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,deepseek-r1_1.5b,prompt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,deepseek-r1_1.5b,prompt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,deepseek-r1_1.5b,prompt8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,deepseek-r1_1.5b,prompt8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,deepseek-r1_1.5b,prompt11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,deepseek-r1_1.5b,prompt11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,granite3.2_2b,prompt14,8.5,23.6,6.1,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,granite3.2_2b,prompt14,8.5,23.6,6.1,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,granite3.2_2b,prompt13,6.6,31.5,7.1,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,granite3.2_2b,prompt13,6.6,31.5,7.1,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,granite3.2_2b,prompt4,6.1,20.4,4.1,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,granite3.2_2b,prompt4,6.1,20.4,4.1,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,granite3.2_2b,prompt3,7.5,21.8,7.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,granite3.2_2b,prompt3,7.5,21.8,7.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,granite3.2_2b,prompt2,5.8,19.5,7.2,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,granite3.2_2b,prompt2,5.8,19.5,7.2,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,granite3.2_2b,prompt5,3.5,24.2,4.2,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,granite3.2_2b,prompt5,3.5,24.2,4.2,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,granite3.2_2b,prompt12,10.2,23.0,10.7,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,granite3.2_2b,prompt12,10.2,23.0,10.7,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,granite3.2_2b,prompt15,2.6,20.0,2.9,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,granite3.2_2b,prompt15,2.6,20.0,2.9,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,granite3.2_2b,prompt10,15.7,20.6,10.3,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,granite3.2_2b,prompt10,15.7,20.6,10.3,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,granite3.2_2b,prompt9,6.8,27.3,5.7,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,granite3.2_2b,prompt9,6.8,27.3,5.7,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,granite3.2_2b,prompt7,5.6,29.2,5.9,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,granite3.2_2b,prompt7,5.6,29.2,5.9,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,granite3.2_2b,prompt6,7.5,29.4,6.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,granite3.2_2b,prompt6,7.5,29.4,6.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,granite3.2_2b,prompt1,9.9,29.6,9.9,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,granite3.2_2b,prompt1,9.9,29.6,9.9,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,granite3.2_2b,prompt8,8.7,24.7,6.7,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,granite3.2_2b,prompt8,8.7,24.7,6.7,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,granite3.2_2b,prompt11,16.2,24.3,9.8,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,granite3.2_2b,prompt11,16.2,24.3,9.8,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,mistral_7b,prompt14,35.6,46.9,34.2,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,mistral_7b,prompt14,35.6,46.9,34.2,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,mistral_7b,prompt13,41.1,52.8,41.1,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,mistral_7b,prompt13,41.1,52.8,41.1,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,mistral_7b,prompt4,37.5,57.1,38.5,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,mistral_7b,prompt4,37.5,57.1,38.5,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,mistral_7b,prompt3,38.2,52.5,37.6,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,mistral_7b,prompt3,38.2,52.5,37.6,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,mistral_7b,prompt2,50.3,48.6,42.7,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,mistral_7b,prompt2,50.3,48.6,42.7,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,mistral_7b,prompt5,44.1,56.5,41.1,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,mistral_7b,prompt5,44.1,56.5,41.1,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,mistral_7b,prompt12,47.9,49.7,42.3,0.0,0.0,0.0,0.0,0.0,v2_russian
